date,max_dew_point_v,max_relative_humidity_v,max_temperature_v,max_wind_speed_v,min_dew_point_v,min_relative_humidity_v,min_temperature_v,min_wind_speed_v,precipitation_v,rain_v,snow_v,snow_on_ground_v
19/9/2020,14.04,89.47,21.73,25.18,8.09,52.57,10.94,3.35,2.05,2.05,0,0
18/9/2020,14.09,89.19,21.9,25.2,8.15,52.06,11.08,3.39,1.95,1.95,0,0
17/9/2020,14.22,89.27,22.08,25.26,8.28,51.83,11.24,3.34,2.13,2.13,0,0
16/9/2020,14.4,89.29,22.23,25.26,8.49,51.93,11.47,3.4,2.19,2.19,0,0
15/9/2020,14.59,89.4,22.4,25.26,8.77,52.02,11.77,3.42,2.26,2.26,0,0
14/9/2020,14.8,89.3,22.71,25.14,9.06,52.02,12.04,3.41,2.34,2.34,0,0
13/9/2020,14.95,89.31,22.89,24.93,9.26,51.98,12.26,3.35,2.3,2.3,0,0
12/9/2020,15.04,89.35,23.06,24.87,9.39,51.78,12.44,3.34,2.3,2.3,0,0
11/9/2020,15.23,89.3,23.28,25.11,9.54,51.6,12.63,3.43,2.27,2.27,0,0
10/9/2020,15.43,89.35,23.5,25.15,9.77,51.69,12.9,3.37,2.31,2.31,0,0
9/9/2020,15.63,89.51,23.7,24.97,9.96,51.66,13.08,3.3,2.39,2.39,0,0
8/9/2020,15.75,89.35,23.9,24.73,10.16,51.73,13.28,3.3,2.27,2.27,0,0
7/9/2020,15.89,89.1,24.15,24.7,10.26,51.33,13.44,3.29,2.22,2.22,0,0
6/9/2020,15.94,88.81,24.31,24.42,10.3,50.9,13.58,3.16,2.05,2.05,0,0
5/9/2020,16.01,88.78,24.47,24.48,10.43,50.64,13.71,3.07,1.94,1.94,0,0
4/9/2020,16.21,88.89,24.63,24.53,10.65,50.68,13.98,3.14,2.03,2.03,0,0
3/9/2020,16.42,89.06,24.82,24.36,10.98,51.07,14.25,3.12,2.17,2.17,0,0
2/9/2020,16.66,89.11,25.07,24.23,11.24,51.2,14.47,3.17,2,2,0,0
1/9/2020,16.83,89.06,25.32,24.12,11.44,51.03,14.69,3.15,1.99,1.99,0,0
31/8/2020,16.91,88.92,25.48,23.83,11.53,50.87,14.78,3.05,1.83,1.83,0,0
30/8/2020,16.88,88.85,25.5,23.66,11.53,50.72,14.8,3.08,1.56,1.56,0,0
29/8/2020,16.89,88.73,25.51,23.85,11.54,50.72,14.84,3.24,1.51,1.51,0,0
28/8/2020,16.98,88.72,25.6,23.9,11.65,50.72,14.97,3.3,1.62,1.62,0,0
27/8/2020,17.04,88.79,25.66,23.83,11.77,50.94,15.08,3.23,1.72,1.72,0,0
26/8/2020,17.01,88.69,25.61,23.75,11.75,50.93,15.11,3.3,1.71,1.71,0,0
25/8/2020,17.07,88.65,25.67,23.8,11.85,50.89,15.24,3.38,1.64,1.64,0,0
24/8/2020,17.2,88.68,25.84,24.16,11.95,50.66,15.37,3.41,1.76,1.76,0,0
23/8/2020,17.3,88.79,25.92,24.19,12.09,50.9,15.48,3.37,1.81,1.81,0,0
22/8/2020,17.37,88.84,26.01,24.4,12.18,50.91,15.57,3.39,1.91,1.91,0,0
21/8/2020,17.39,88.86,26.02,24.26,12.18,50.81,15.61,3.38,1.96,1.96,0,0
20/8/2020,17.36,88.73,26.04,24.02,12.18,50.74,15.62,3.33,1.99,1.99,0,0
19/8/2020,17.34,88.6,26.08,24.03,12.14,50.56,15.63,3.29,1.92,1.92,0,0
18/8/2020,17.28,88.47,26.05,24.14,12.09,50.43,15.61,3.31,2.08,2.08,0,0
17/8/2020,17.3,88.39,26.07,24.42,12.1,50.41,15.64,3.22,2.22,2.22,0,0
16/8/2020,17.34,88.24,26.13,24.51,12.19,50.61,15.72,3.2,2.4,2.4,0,0
15/8/2020,17.42,88.18,26.22,24.62,12.27,50.62,15.83,3.13,2.55,2.55,0,0
14/8/2020,17.44,88.05,26.31,24.49,12.36,50.52,15.92,3.08,2.59,2.59,0,0
13/8/2020,17.39,87.72,26.33,24.43,12.34,50.35,15.93,3.15,2.48,2.48,0,0
12/8/2020,17.36,87.42,26.41,24.49,12.28,49.88,15.93,3.24,2.39,2.39,0,0
11/8/2020,17.47,87.44,26.56,24.6,12.36,49.86,16.04,3.18,2.49,2.49,0,0
10/8/2020,17.54,87.44,26.64,24.61,12.41,49.82,16.11,3.14,2.64,2.64,0,0
9/8/2020,17.59,87.18,26.71,24.59,12.46,49.85,16.21,3.08,2.71,2.71,0,0
8/8/2020,17.59,87.01,26.83,24.69,12.48,49.31,16.29,3.12,2.77,2.77,0,0
7/8/2020,17.61,86.93,26.86,24.55,12.5,49.29,16.33,3.16,2.9,2.9,0,0
6/8/2020,17.61,86.75,26.94,24.47,12.56,49.26,16.39,3.17,2.95,2.95,0,0
5/8/2020,17.61,86.64,27.01,24.75,12.55,48.97,16.44,3.17,2.9,2.9,0,0
4/8/2020,17.64,86.62,27.06,24.88,12.53,48.74,16.46,3.19,2.89,2.89,0,0
3/8/2020,17.66,86.6,27.1,24.96,12.58,48.66,16.52,3.21,2.79,2.79,0,0
2/8/2020,17.67,86.56,27.13,24.83,12.59,48.72,16.54,3.28,2.72,2.72,0,0
1/8/2020,17.67,86.59,27.18,24.91,12.52,48.31,16.53,3.31,2.63,2.63,0,0
31/7/2020,17.6,86.4,27.15,24.86,12.48,48.22,16.51,3.27,2.49,2.49,0,0
30/7/2020,17.67,86.44,27.21,25.09,12.48,48.14,16.55,3.32,2.67,2.67,0,0
29/7/2020,17.8,86.61,27.28,25.02,12.6,48.42,16.65,3.2,2.97,2.97,0,0
28/7/2020,17.89,86.62,27.36,24.9,12.68,48.5,16.78,3.1,2.9,2.9,0,0
27/7/2020,17.88,86.41,27.36,24.83,12.66,48.4,16.78,3.11,2.82,2.82,0,0
26/7/2020,17.86,86.31,27.36,25.07,12.59,48.3,16.76,3.14,2.93,2.93,0,0
25/7/2020,17.87,86.48,27.35,25.15,12.56,48.29,16.77,3.2,2.78,2.78,0,0
24/7/2020,17.93,86.45,27.37,25.31,12.63,48.65,16.82,3.26,2.9,2.9,0,0
23/7/2020,17.97,86.36,27.41,25.33,12.62,48.53,16.86,3.2,2.68,2.68,0,0
22/7/2020,18.04,86.41,27.47,25.68,12.62,48.38,16.89,3.21,2.68,2.68,0,0
21/7/2020,18.02,86.29,27.47,25.57,12.67,48.56,16.95,3.2,2.73,2.73,0,0
20/7/2020,17.98,85.97,27.53,25.64,12.62,48.35,16.97,3.25,2.65,2.65,0,0
19/7/2020,17.89,85.64,27.52,25.43,12.5,48.19,16.92,3.16,2.62,2.62,0,0
18/7/2020,17.78,85.41,27.53,25.41,12.33,47.64,16.83,3.22,2.52,2.52,0,0
17/7/2020,17.7,85.31,27.47,25.54,12.24,47.5,16.76,3.36,2.5,2.5,0,0
16/7/2020,17.74,85.4,27.5,25.78,12.22,47.48,16.79,3.44,2.55,2.55,0,0
15/7/2020,17.71,85.44,27.45,25.85,12.18,47.53,16.78,3.35,2.71,2.71,0,0
14/7/2020,17.67,85.36,27.45,25.91,12.1,47.38,16.74,3.38,2.65,2.65,0,0
13/7/2020,17.6,85.14,27.45,26.06,12.07,47.25,16.71,3.52,2.61,2.61,0,0
12/7/2020,17.54,84.92,27.47,26.31,12.02,47.19,16.67,3.6,2.55,2.55,0,0
11/7/2020,17.48,84.64,27.49,26.34,11.89,46.91,16.61,3.64,2.35,2.35,0,0
10/7/2020,17.34,84.37,27.39,26.28,11.71,46.7,16.45,3.63,2.36,2.36,0,0
9/7/2020,17.1,84.1,27.24,26.14,11.44,46.33,16.28,3.62,2.09,2.09,0,0
8/7/2020,16.97,83.99,27.11,26.5,11.24,46.15,16.11,3.72,2.1,2.1,0,0
7/7/2020,16.84,83.96,26.99,26.48,11.18,46.32,16.01,3.71,2.08,2.08,0,0
6/7/2020,16.82,84.08,26.93,26.75,11.08,46.31,15.89,3.7,2.12,2.12,0,0
5/7/2020,16.79,84.28,26.8,26.75,11.1,46.68,15.85,3.61,2.28,2.28,0,0
4/7/2020,16.86,84.51,26.77,27,11.15,46.95,15.88,3.69,2.44,2.44,0,0
3/7/2020,16.92,84.61,26.79,27.18,11.22,47.08,15.95,3.66,2.47,2.47,0,0
2/7/2020,16.96,84.66,26.8,27.19,11.26,47.33,16.01,3.54,2.5,2.5,0,0
1/7/2020,16.92,84.58,26.72,26.94,11.23,47.63,15.92,3.48,2.7,2.7,0,0
30/6/2020,16.78,84.36,26.65,26.63,11.09,47.51,15.77,3.5,2.42,2.42,0,0
29/6/2020,16.68,84.28,26.54,26.89,10.92,47.37,15.65,3.57,2.3,2.3,0,0
28/6/2020,16.58,84.36,26.42,26.93,10.78,47.38,15.53,3.47,2.47,2.47,0,0
27/6/2020,16.42,84.28,26.21,26.69,10.63,47.51,15.4,3.48,2.49,2.49,0,0
26/6/2020,16.31,84.44,26.03,26.6,10.57,47.78,15.3,3.46,2.48,2.48,0,0
25/6/2020,16.3,84.64,25.98,26.57,10.61,48.22,15.3,3.47,2.53,2.53,0,0
24/6/2020,16.34,84.73,25.9,26.51,10.64,48.7,15.28,3.4,2.61,2.61,0,0
23/6/2020,16.26,84.82,25.82,26.16,10.57,48.9,15.22,3.27,2.77,2.77,0,0
22/6/2020,16.15,84.73,25.73,25.95,10.32,48.62,15.06,3.19,2.69,2.69,0,0
21/6/2020,16.02,84.66,25.58,25.8,10.14,48.49,14.94,3.26,2.57,2.57,0,0
20/6/2020,15.92,84.67,25.44,25.74,9.93,48.48,14.79,3.4,2.72,2.72,0,0
19/6/2020,15.75,84.68,25.28,25.69,9.71,48.4,14.61,3.41,2.58,2.58,0,0
18/6/2020,15.63,84.74,25.11,25.6,9.59,48.64,14.45,3.42,2.69,2.69,0,0
17/6/2020,15.44,84.63,24.92,25.51,9.41,48.71,14.25,3.42,2.68,2.68,0,0
16/6/2020,15.29,84.56,24.85,25.69,9.25,48.44,14.06,3.44,2.56,2.56,0,0
15/6/2020,15.18,84.54,24.72,26.08,9.13,48.46,13.98,3.58,2.56,2.56,0,0
14/6/2020,15.05,84.48,24.61,25.96,9,48.64,13.82,3.52,2.5,2.5,0,0
13/6/2020,14.9,84.62,24.39,25.9,8.82,48.79,13.61,3.48,2.4,2.4,0,0
12/6/2020,14.77,84.98,24.16,25.97,8.68,49.04,13.39,3.47,2.38,2.38,0,0
11/6/2020,14.47,84.99,23.86,25.8,8.4,48.88,13.12,3.5,2.41,2.41,0,0
10/6/2020,14.15,84.91,23.52,25.82,8.08,48.6,12.81,3.51,2.45,2.45,0,0
9/6/2020,13.97,84.94,23.34,26.07,7.8,48.36,12.55,3.58,2.52,2.52,0,0
8/6/2020,13.83,84.93,23.1,26.35,7.66,48.41,12.39,3.7,2.49,2.49,0,0
7/6/2020,13.79,85.04,22.98,26.75,7.59,48.52,12.29,3.79,2.66,2.66,0,0
6/6/2020,13.62,84.76,22.97,26.68,7.49,48.27,12.16,3.72,2.66,2.66,0,0
5/6/2020,13.46,84.62,22.89,26.9,7.35,47.99,12.01,3.69,2.39,2.39,0,0
4/6/2020,13.31,84.59,22.75,26.86,7.23,47.92,11.84,3.6,2.45,2.45,0,0
3/6/2020,13.08,84.5,22.53,26.81,7.01,47.86,11.57,3.53,2.35,2.35,0,0
2/6/2020,12.93,84.43,22.35,26.83,6.81,47.86,11.39,3.51,2.36,2.36,0,0
1/6/2020,12.72,84.33,22.06,26.85,6.6,48.08,11.24,3.58,2.45,2.45,0,0
31/5/2020,12.58,84.32,21.93,26.81,6.38,47.92,11.03,3.58,2.36,2.36,0,0
30/5/2020,12.41,84.29,21.77,26.82,6.22,47.93,10.8,3.6,2.4,2.4,0,0
29/5/2020,12.18,84.21,21.55,26.67,6.04,47.95,10.62,3.63,2.43,2.43,0,0
28/5/2020,11.98,83.99,21.46,26.78,5.79,47.36,10.49,3.64,2.42,2.42,0,0
27/5/2020,11.89,83.79,21.43,27.08,5.61,47.15,10.33,3.66,2.45,2.45,0,0
26/5/2020,11.78,83.63,21.35,27.08,5.29,46.88,10.12,3.56,2.39,2.39,0,0
25/5/2020,11.49,83.41,21.08,26.98,5.01,46.65,9.87,3.53,2.4,2.4,0,0
24/5/2020,11.27,83.54,20.86,26.98,4.71,46.6,9.58,3.47,2.34,2.34,0,0
23/5/2020,11.01,83.51,20.49,26.88,4.43,46.88,9.29,3.44,2.31,2.31,0,0
22/5/2020,10.81,83.69,20.13,27.1,4.11,47.07,8.98,3.52,2.5,2.5,0,0
21/5/2020,10.55,83.69,19.83,27.22,3.81,47.05,8.67,3.52,2.54,2.54,0,0
20/5/2020,10.24,83.47,19.51,27.35,3.44,46.92,8.39,3.62,2.47,2.47,0,0
19/5/2020,10,83.26,19.17,27.6,3.09,46.82,8.2,3.79,2.58,2.58,0,0
18/5/2020,9.79,83.26,18.97,27.89,2.85,46.62,7.98,3.82,2.65,2.65,0,0
17/5/2020,9.69,83.23,18.89,28.08,2.65,46.27,7.81,3.87,2.6,2.59,0,0
16/5/2020,9.58,83.35,18.71,28.03,2.49,46.26,7.7,3.67,2.71,2.71,0,0
15/5/2020,9.37,83.34,18.49,28.12,2.22,45.71,7.56,3.69,2.62,2.62,0,0
14/5/2020,9.18,83.07,18.34,28.25,1.93,45.35,7.39,3.68,2.58,2.58,0,0
13/5/2020,9.04,82.81,18.22,28.47,1.74,45.14,7.26,3.62,2.48,2.48,0,0
12/5/2020,8.92,82.75,18.09,28.54,1.62,44.99,7.17,3.54,2.51,2.51,0,0
11/5/2020,8.74,82.66,17.94,28.61,1.53,44.91,7.06,3.56,2.52,2.52,0,0
10/5/2020,8.58,82.73,17.8,28.56,1.42,44.94,6.95,3.56,2.55,2.55,0,0
9/5/2020,8.4,82.54,17.65,28.58,1.32,45.05,6.86,3.72,2.68,2.68,0,0
8/5/2020,8.3,82.5,17.58,28.59,1.11,44.75,6.77,3.73,2.64,2.64,0,0
7/5/2020,8.01,82.15,17.38,28.53,0.89,44.52,6.63,3.63,2.56,2.56,0,0
6/5/2020,7.65,81.65,17.17,28.5,0.54,44.02,6.4,3.7,2.48,2.48,0,0
5/5/2020,7.34,81.37,16.96,28.82,0.24,43.69,6.16,3.74,2.53,2.52,0,0
4/5/2020,7.11,81.19,16.84,28.94,-0.01,43.43,5.91,3.76,2.38,2.38,0,0
3/5/2020,6.9,81.09,16.6,29.05,-0.2,43.54,5.69,3.86,2.35,2.35,0,0
2/5/2020,6.6,81.08,16.26,29.04,-0.54,43.5,5.43,3.76,2.4,2.4,0,0
1/5/2020,6.15,80.61,15.95,29.13,-0.91,43.18,5.08,3.9,2.32,2.31,0,0
30/4/2020,5.9,80.5,15.7,29.46,-1.18,43.18,4.84,3.98,2.42,2.41,0.01,0
29/4/2020,5.78,80.78,15.46,29.68,-1.28,43.59,4.64,4.04,2.45,2.43,0.01,0
28/4/2020,5.62,81.05,15.19,29.49,-1.37,44.16,4.46,4.07,2.61,2.6,0.01,0
27/4/2020,5.45,81.19,14.91,29.7,-1.51,44.76,4.27,4.23,2.85,2.83,0.01,0
26/4/2020,5.39,81.38,14.8,30,-1.62,44.91,4.14,4.37,2.92,2.91,0.01,0
25/4/2020,5.24,81.27,14.62,30.1,-1.8,44.96,3.93,4.49,2.75,2.74,0.01,0
24/4/2020,4.99,80.94,14.34,30.17,-2.11,44.77,3.68,4.65,2.55,2.53,0.01,0
23/4/2020,4.78,80.81,14.15,30.52,-2.3,44.66,3.48,4.78,2.64,2.63,0.01,0
22/4/2020,4.65,80.68,14.01,30.76,-2.49,44.73,3.34,4.94,2.59,2.54,0.03,0
21/4/2020,4.58,80.8,13.83,30.65,-2.62,45.13,3.2,4.88,2.72,2.6,0.04,0
20/4/2020,4.5,80.91,13.64,30.48,-2.68,45.46,3.08,4.89,2.7,2.58,0.04,0
19/4/2020,4.37,81.18,13.38,30.54,-2.78,45.78,2.92,4.85,2.89,2.76,0.05,0.1
18/4/2020,4.12,81.1,13.09,30.42,-3.05,45.66,2.71,4.86,2.94,2.77,0.07,0.1
17/4/2020,3.88,81.06,12.88,30.48,-3.2,45.64,2.48,5.04,2.82,2.63,0.08,0.1
16/4/2020,3.77,81.06,12.64,30.66,-3.36,45.92,2.29,5.18,2.81,2.62,0.08,0.1
15/4/2020,3.6,81.2,12.34,30.63,-3.51,46.15,2.11,5.27,2.86,2.66,0.09,0.2
14/4/2020,3.33,81.15,12.04,30.78,-3.77,46.15,1.88,5.4,2.88,2.68,0.09,0.2
13/4/2020,3.04,81.13,11.71,30.93,-4.11,45.91,1.55,5.48,2.89,2.64,0.14,0.3
12/4/2020,2.58,80.67,11.28,30.97,-4.53,45.47,1.18,5.56,2.49,2.23,0.15,0.4
11/4/2020,2.24,80.81,10.79,31.27,-4.94,45.57,0.83,5.78,2.51,2.19,0.19,0.4
10/4/2020,2.08,81.31,10.44,31.47,-5.1,45.9,0.64,5.75,2.81,2.38,0.28,0.5
9/4/2020,1.95,81.6,10.27,31.4,-5.18,46.01,0.51,5.56,2.9,2.42,0.32,0.4
8/4/2020,1.74,81.81,9.97,31.18,-5.33,46.36,0.35,5.56,2.71,2.22,0.33,0.4
7/4/2020,1.62,82.27,9.69,31.01,-5.46,46.63,0.15,5.58,2.7,2.23,0.32,0.4
6/4/2020,1.49,82.44,9.44,31.12,-5.54,46.8,-0.01,5.66,2.64,2.22,0.32,0.4
5/4/2020,1.41,82.63,9.31,31,-5.66,46.87,-0.13,5.67,2.67,2.23,0.34,0.4
4/4/2020,1.32,82.59,9.23,30.88,-5.73,46.91,-0.24,5.65,2.48,2.05,0.33,0.4
3/4/2020,1.26,82.85,9.1,30.57,-5.8,47.26,-0.4,5.58,2.37,1.97,0.32,0.5
2/4/2020,1.07,82.8,8.81,30.48,-5.98,47.54,-0.54,5.6,2.29,1.89,0.33,0.5
1/4/2020,0.95,83.07,8.57,30.45,-6.14,47.78,-0.71,5.52,2.25,1.84,0.34,0.5
31/3/2020,0.72,83.01,8.3,30.08,-6.34,48.04,-0.98,5.4,2.08,1.66,0.34,0.6
30/3/2020,0.45,82.79,8.04,29.96,-6.6,47.95,-1.22,5.38,1.99,1.55,0.37,0.6
29/3/2020,0.29,82.73,7.77,30.18,-6.78,48.2,-1.4,5.61,1.84,1.42,0.34,0.7
28/3/2020,0.36,83.21,7.67,30.08,-6.78,48.78,-1.48,5.61,1.91,1.45,0.38,0.7
27/3/2020,0.21,83.05,7.48,29.5,-6.75,49.21,-1.56,5.51,1.82,1.39,0.38,0.7
26/3/2020,-0.05,82.6,7.25,29.24,-7.01,49.04,-1.77,5.53,1.53,1.2,0.31,0.7
25/3/2020,-0.25,82.43,6.99,29.28,-7.28,49.06,-2.01,5.64,1.48,1.18,0.28,0.8
24/3/2020,-0.54,82.12,6.76,29.43,-7.6,48.74,-2.36,5.7,1.39,1.09,0.29,0.9
23/3/2020,-0.82,81.92,6.46,29.5,-7.83,48.8,-2.66,5.81,1.3,0.99,0.3,1
22/3/2020,-0.91,82.15,6.29,29.72,-7.94,49.1,-2.83,5.91,1.18,0.89,0.29,1.2
21/3/2020,-1.01,82.37,6.04,30.05,-8.04,49.58,-3.03,5.94,1.15,0.81,0.34,1.5
20/3/2020,-1.24,82.5,5.67,30.1,-8.34,49.72,-3.32,6.01,1.2,0.84,0.36,1.7
19/3/2020,-1.46,82.55,5.35,30.35,-8.62,49.8,-3.59,6.14,1.18,0.79,0.4,1.9
18/3/2020,-1.57,82.64,5.14,30.6,-8.78,50.02,-3.79,6.16,1.23,0.84,0.41,2.2
17/3/2020,-1.74,82.87,4.85,30.63,-8.88,50.67,-4.02,6.18,1.26,0.86,0.42,2.5
16/3/2020,-1.74,83.04,4.74,31.02,-8.99,51.1,-4.19,6.26,1.34,0.91,0.46,2.7
15/3/2020,-1.72,83.28,4.6,30.95,-9.02,51.75,-4.32,6.25,1.41,0.96,0.48,3
14/3/2020,-1.78,83.4,4.47,30.66,-9.1,52.27,-4.48,5.96,1.5,1.04,0.48,3.4
13/3/2020,-2,83.44,4.19,30.58,-9.3,52.44,-4.73,5.96,1.49,1.02,0.52,3.8
12/3/2020,-2.27,83.4,3.91,30.65,-9.59,52.54,-5.06,5.97,1.61,1.05,0.62,4.1
11/3/2020,-2.5,83.53,3.58,30.82,-9.84,52.77,-5.35,6.15,1.63,1.01,0.67,4.3
10/3/2020,-2.76,83.62,3.22,30.88,-10.05,53.24,-5.66,6.14,1.62,0.99,0.69,4.6
9/3/2020,-2.87,83.8,2.94,30.99,-10.09,53.91,-5.79,6.21,1.71,1.05,0.71,4.8
8/3/2020,-2.86,84.14,2.77,31.14,-10.15,54.64,-5.91,6,1.81,1.1,0.76,5
7/3/2020,-3.11,84.11,2.43,30.76,-10.44,55,-6.23,5.86,1.89,1.15,0.79,5.2
6/3/2020,-3.35,83.98,2.15,30.7,-10.76,55.2,-6.56,5.83,1.91,1.14,0.82,5.4
5/3/2020,-3.6,83.94,1.89,30.86,-10.94,55.51,-6.78,5.85,1.92,1.1,0.87,5.4
4/3/2020,-3.7,83.99,1.71,31.01,-11.01,55.91,-6.93,5.78,1.92,1.09,0.88,5.5
3/3/2020,-3.78,84.13,1.5,30.91,-11.12,56.38,-7.09,5.73,1.89,1.05,0.89,5.5
2/3/2020,-3.88,84.12,1.38,30.99,-11.22,56.25,-7.18,5.76,1.92,1.04,0.92,5.5
1/3/2020,-3.96,84.16,1.19,30.72,-11.25,56.58,-7.22,5.69,1.94,1.06,0.93,5.4
29/2/2020,-4.02,84.07,1.16,30.66,-11.26,56.51,-7.22,5.62,1.91,1.06,0.9,5.4
28/2/2020,-3.96,84.33,1.12,30.79,-11.3,56.75,-7.25,5.64,1.93,1.08,0.91,5.3
27/2/2020,-3.97,84.39,1.06,30.83,-11.22,57.06,-7.19,5.7,1.95,1.06,0.94,5.2
26/2/2020,-3.9,84.3,1.1,31,-11.23,57.38,-7.22,5.78,1.86,1.06,0.82,5.2
25/2/2020,-3.86,84.48,1.05,31.36,-11.25,57.71,-7.25,5.65,1.79,1.04,0.78,5.2
24/2/2020,-3.82,84.71,0.99,31.22,-11.35,58.14,-7.43,5.4,1.86,1.12,0.76,5.4
23/2/2020,-3.82,84.99,0.92,31,-11.38,58.27,-7.5,5.19,1.92,1.12,0.84,5.5
22/2/2020,-3.95,84.99,0.75,30.86,-11.54,58.54,-7.67,5.21,1.94,1.15,0.83,5.6
21/2/2020,-4.14,84.84,0.54,30.7,-11.69,58.52,-7.79,5.35,1.93,1.12,0.84,5.8
20/2/2020,-4.29,84.88,0.3,31,-11.89,58.58,-7.95,5.55,1.9,1.06,0.87,5.8
19/2/2020,-4.38,84.95,0.11,31.21,-12.12,58.54,-8.18,5.69,1.87,1.04,0.88,5.8
18/2/2020,-4.44,84.91,-0.03,31.33,-12.28,58.65,-8.34,5.71,1.84,1.05,0.83,6
17/2/2020,-4.49,85.05,-0.13,31.24,-12.35,58.77,-8.43,5.69,1.8,0.98,0.85,6.1
16/2/2020,-4.6,84.95,-0.23,31.13,-12.39,59.03,-8.52,5.74,1.73,0.9,0.86,6.2
15/2/2020,-4.7,85,-0.37,31.14,-12.52,59.2,-8.66,5.9,1.85,0.93,0.95,6.3
14/2/2020,-4.78,85.12,-0.47,31.22,-12.57,59.42,-8.77,5.92,1.77,0.87,0.94,6.4
13/2/2020,-5.06,85.03,-0.72,31.14,-12.69,59.58,-8.94,6.02,1.77,0.82,0.99,6.6
12/2/2020,-5.23,84.97,-0.94,31.26,-12.99,59.51,-9.2,6.09,1.7,0.74,1.02,6.7
11/2/2020,-5.34,85.04,-1.1,31.4,-13.09,59.46,-9.31,6.02,1.77,0.78,1.05,6.7
10/2/2020,-5.33,85.16,-1.11,31.08,-13,59.58,-9.25,6.02,1.78,0.81,1.03,6.8
9/2/2020,-5.37,85.16,-1.16,30.95,-12.97,59.77,-9.25,6.07,1.72,0.72,1.07,6.9
8/2/2020,-5.32,85.18,-1.12,31.06,-12.94,59.84,-9.22,6.35,1.68,0.68,1.04,7
7/2/2020,-5.34,85.28,-1.14,30.93,-12.94,59.99,-9.27,6.24,1.61,0.62,1.05,7.1
6/2/2020,-5.36,85.55,-1.2,30.98,-12.95,60.06,-9.35,6.25,1.58,0.62,1.02,7.1
5/2/2020,-5.22,85.83,-1.14,30.73,-12.79,60.58,-9.25,6.21,1.67,0.69,1.04,7.2
4/2/2020,-5.19,85.87,-1.08,30.45,-12.61,60.84,-9.09,6.13,1.67,0.68,1.07,7.2
3/2/2020,-5.08,86.06,-0.97,30.41,-12.54,60.98,-9.02,6.23,1.76,0.7,1.16,7.2
2/2/2020,-5.23,85.86,-1.11,30.27,-12.62,60.9,-9.08,6.35,1.74,0.71,1.14,7.2
1/2/2020,-5.28,85.88,-1.21,30.39,-12.75,60.8,-9.2,6.27,1.72,0.7,1.13,7.1
31/1/2020,-5.16,86,-1.18,30.6,-12.79,60.82,-9.21,6.16,1.61,0.67,1.05,7
30/1/2020,-5.12,86.2,-1.19,30.61,-12.78,60.88,-9.16,6.26,1.7,0.74,1.06,6.9
29/1/2020,-5.11,86.27,-1.23,30.61,-12.83,60.95,-9.25,6.18,1.67,0.76,1.03,6.8
28/1/2020,-5.27,86.28,-1.39,30.33,-12.9,61.02,-9.38,6.03,1.68,0.8,0.98,6.8
27/1/2020,-5.45,86.26,-1.56,30.14,-13.07,61.05,-9.56,6.05,1.63,0.77,0.96,6.7
26/1/2020,-5.53,86.11,-1.66,30.39,-13.19,61.22,-9.68,6.25,1.59,0.74,0.95,6.5
25/1/2020,-5.48,86.27,-1.67,30.65,-13.14,61.27,-9.61,6.33,1.6,0.77,0.93,6.4
24/1/2020,-5.44,86.4,-1.7,30.64,-13.21,61.67,-9.66,6.19,1.66,0.86,0.92,6.3
23/1/2020,-5.42,86.42,-1.72,30.8,-13.27,61.66,-9.71,6.31,1.68,0.9,0.89,6.2
22/1/2020,-5.48,86.37,-1.8,30.6,-13.19,61.98,-9.65,6.22,1.82,0.99,0.94,6.2
21/1/2020,-5.49,86.41,-1.82,30.66,-13.27,61.89,-9.73,6.12,1.77,0.94,0.96,6.1
20/1/2020,-5.34,86.62,-1.75,30.71,-13.22,62.05,-9.71,6.16,1.79,1,0.89,6
19/1/2020,-5.13,86.82,-1.6,30.65,-12.95,62.63,-9.48,6.11,1.77,1.02,0.84,6
18/1/2020,-4.9,87.09,-1.39,30.87,-12.69,62.94,-9.24,6.07,1.85,1.08,0.84,5.9
17/1/2020,-4.78,87.21,-1.27,30.91,-12.59,63,-9.12,6.19,1.92,1.16,0.83,6
16/1/2020,-4.79,87.24,-1.24,30.78,-12.44,63.14,-8.98,6.21,1.97,1.19,0.84,5.9
15/1/2020,-4.84,87.17,-1.26,30.78,-12.45,63.14,-9.04,6.14,1.91,1.14,0.85,5.9
14/1/2020,-4.77,87.26,-1.23,30.88,-12.45,63.18,-9,6.2,1.92,1.15,0.86,5.8
13/1/2020,-4.52,87.46,-1.04,31.09,-12.25,63.44,-8.78,6.24,1.93,1.12,0.91,5.7
12/1/2020,-4.31,87.64,-0.88,31.01,-11.98,63.73,-8.51,6.25,1.98,1.12,0.96,5.6
11/1/2020,-4.16,87.81,-0.75,31.06,-11.82,63.86,-8.31,6.24,2.02,1.18,0.92,5.4
10/1/2020,-4.05,87.9,-0.65,30.95,-11.72,63.97,-8.23,6.35,2.07,1.21,0.96,5.2
9/1/2020,-4.01,87.78,-0.6,31.04,-11.62,63.87,-8.13,6.53,2.03,1.16,0.94,4.9
8/1/2020,-3.91,87.76,-0.48,31.02,-11.47,63.93,-7.94,6.47,2,1.13,0.95,4.7
7/1/2020,-3.67,87.93,-0.29,31.15,-11.31,63.9,-7.74,6.45,1.92,1.09,0.91,4.4
6/1/2020,-3.58,87.9,-0.19,31.18,-11.13,64.11,-7.55,6.5,1.94,1.15,0.86,4.2
