Toronto Downtown, (31103) Hourly, Fine Particulate Matter (PM2.5) Concentrations,,,,,,,,,,,,,,,,,,,,,,,,
Station,Toronto Downtown (31103),,,,,,,,,,,,,,,,,,,,,,,,,
Address,Bay St./wellesley St. W.,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.662972,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.388111,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation, 105 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Air Intake Height,10 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,Fine Particulate Matter (Fine Particulate Matter PM2.5),,,,,,,,,,,,,,,,,,,,,,,,,
Unit, micrograms per cubic metre (&micro;g/m<sup>3</sup>),,,,,,,,,,,,,,,,,,,,,,,,,
Remarks, 9999 for invalid or missing data.,,,,,,,,,,,,,,,,,,,,,,,,,
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
31103,Fine Particulate Matter,30/1/2013,11,7,5,7,9,11,7,7,9,11,11,8,8,7,8,7,5,6,9,8,7,6,5,6
31103,Fine Particulate Matter,31/1/2013,6,4,3,2,1,0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0
31103,Fine Particulate Matter,1/2/2013,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,1,1,3,3,3,3,4
31103,Fine Particulate Matter,2/2/2013,5,8,8,10,8,9,9,8,10,10,8,7,9,10,9,9,11,12,12,10,8,8,6,4
31103,Fine Particulate Matter,3/2/2013,3,5,8,5,2,1,2,1,0,1,6,4,3,3,4,5,8,11,8,7,11,11,13,15
31103,Fine Particulate Matter,4/2/2013,13,8,5,4,2,0,1,2,4,4,3,3,5,5,2,3,3,5,6,9,9,7,4,2
31103,Fine Particulate Matter,5/2/2013,1,1,1,1,0,3,5,5,4,6,7,11,10,8,18,16,23,18,18,21,18,19,13,16
31103,Fine Particulate Matter,6/2/2013,22,23,28,21,5,1,1,1,1,2,3,3,4,5,3,3,2,3,4,6,7,11,7,7
31103,Fine Particulate Matter,7/2/2013,6,5,5,5,7,8,7,6,5,4,6,6,8,7,8,9,8,8,8,8,8,8,9,8
31103,Fine Particulate Matter,8/2/2013,8,8,9,9,8,7,7,8,9,9,9,9,11,7,6,5,5,5,5,6,6,5,4,3
31103,Fine Particulate Matter,9/2/2013,3,2,1,1,1,1,0,1,1,1,2,3,3,5,6,8,6,7,10,15,17,19,17,23
31103,Fine Particulate Matter,10/2/2013,25,24,21,23,25,23,13,9,6,5,3,2,2,4,3,4,6,9,9,9,9,10,12,9
31103,Fine Particulate Matter,11/2/2013,7,7,9,11,11,6,7,10,10,9,7,10,13,11,13,16,17,12,11,11,11,11,10,12
31103,Fine Particulate Matter,12/2/2013,10,6,6,6,5,4,4,2,3,3,4,4,5,5,5,6,7,7,7,9,10,9,9,11
31103,Fine Particulate Matter,13/2/2013,13,12,15,15,17,19,17,10,11,10,11,13,13,15,15,15,16,15,11,11,12,12,13,14
31103,Fine Particulate Matter,14/2/2013,16,15,14,15,15,23,28,20,18,14,15,15,21,34,35,32,29,27,25,21,15,11,13,15
31103,Fine Particulate Matter,15/2/2013,18,15,9,5,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,6,3,3,4
31103,Fine Particulate Matter,16/2/2013,3,3,3,4,4,4,4,6,6,6,7,4,4,4,5,6,6,8,8,9,9,7,6,4
31103,Fine Particulate Matter,17/2/2013,3,2,4,4,3,3,2,1,1,0,0,1,2,1,1,0,0,1,2,4,3,3,3,4
31103,Fine Particulate Matter,18/2/2013,4,8,7,4,4,6,7,8,11,8,4,2,2,4,6,6,7,8,9,10,7,8,7,8
31103,Fine Particulate Matter,19/2/2013,8,7,8,9,10,11,10,4,5,6,7,11,14,21,21,15,10,7,8,10,8,8,7,6
31103,Fine Particulate Matter,20/2/2013,4,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,2,2,2,2,1
31103,Fine Particulate Matter,21/2/2013,1,1,2,2,2,4,3,4,4,3,4,4,4,3,3,4,4,5,8,7,6,6,5,5
31103,Fine Particulate Matter,22/2/2013,5,5,5,6,7,7,4,3,4,5,5,5,9999,9999,9999,10,11,10,10,11,8,8,9,9
31103,Fine Particulate Matter,23/2/2013,9,9,9,10,11,11,11,12,13,13,13,12,12,11,9,8,9,11,12,16,22,25,25,26
31103,Fine Particulate Matter,24/2/2013,25,24,27,28,27,29,27,25,21,18,15,13,12,10,5,4,4,4,5,5,5,6,6,6
31103,Fine Particulate Matter,25/2/2013,6,6,4,5,7,9,9,9,9,7,9,9,9,11,11,9,9,8,8,9,9,9,10,12
31103,Fine Particulate Matter,26/2/2013,14,14,12,8,7,8,8,10,11,9,10,10,9,9,9,9,9,8,7,7,9,11,10,4
31103,Fine Particulate Matter,27/2/2013,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4
31103,Fine Particulate Matter,28/2/2013,3,2,7,17,16,12,11,11,13,10,5,4,4,4,4,3,3,3,4,3,3,3,2,2
31103,Fine Particulate Matter,1/3/2013,2,2,2,2,2,3,3,3,3,3,6,9,9,8,7,6,5,5,5,6,6,5,5,4
31103,Fine Particulate Matter,2/3/2013,4,4,4,4,4,4,4,4,4,4,6,7,8,7,6,5,4,4,5,6,6,5,5,4
31103,Fine Particulate Matter,3/3/2013,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,4,4,4,5,3
31103,Fine Particulate Matter,4/3/2013,4,4,4,4,5,5,5,5,8,5,7,7,6,5,5,5,5,4,6,8,9,10,10,8
31103,Fine Particulate Matter,5/3/2013,7,7,9,11,10,10,8,7,6,6,7,8,9,8,7,6,5,5,6,5,5,5,4,5
31103,Fine Particulate Matter,6/3/2013,8,8,7,8,8,6,6,6,8,10,10,10,8,6,6,5,4,5,8,10,10,7,6,7
31103,Fine Particulate Matter,7/3/2013,6,6,7,7,6,5,5,5,6,6,6,5,10,11,9,7,8,11,12,9,9,11,9,4
31103,Fine Particulate Matter,8/3/2013,4,2,3,2,3,4,4,4,4,5,3,3,3,4,3,3,3,3,4,6,7,6,5,5
31103,Fine Particulate Matter,9/3/2013,6,6,6,5,5,6,7,6,7,7,7,4,5,6,8,5,5,5,6,10,9,10,7,5
31103,Fine Particulate Matter,10/3/2013,4,5,-999,-999,6,7,7,7,8,7,6,6,6,6,7,8,11,15,21,23,16,9,12,14
31103,Fine Particulate Matter,11/3/2013,12,11,11,11,9,8,9,10,10,8,9,10,9,10,11,12,11,11,9,10,8,7,8,6
31103,Fine Particulate Matter,12/3/2013,5,7,8,9,9,8,7,8,8,8,9,9,9,10,8,6,5,5,5,7,8,7,5,5
31103,Fine Particulate Matter,13/3/2013,6,8,8,7,8,10,12,13,17,18,15,14,9,3,2,2,2,1,1,2,1,1,1,1
31103,Fine Particulate Matter,14/3/2013,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,2,3,3,4,4
31103,Fine Particulate Matter,15/3/2013,5,7,7,7,7,8,9,12,17,24,25,12,5,3,3,3,3,3,3,3,3,3,2,2
31103,Fine Particulate Matter,16/3/2013,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4
31103,Fine Particulate Matter,17/3/2013,4,4,4,5,5,5,7,7,4,3,2,2,2,3,3,4,4,4,5,6,5,5,4,4
31103,Fine Particulate Matter,18/3/2013,5,5,5,5,5,3,9,10,7,6,7,9,9,9,12,9,7,7,9,10,9,9,9,9
31103,Fine Particulate Matter,19/3/2013,8,6,7,7,11,14,12,13,15,19,15,9,10,10,12,11,11,11,9,9,5,6,6,6
31103,Fine Particulate Matter,20/3/2013,5,5,6,7,7,6,6,5,5,4,5,5,6,6,5,4,4,4,6,6,6,6,6,7
31103,Fine Particulate Matter,21/3/2013,7,6,5,4,4,6,7,8,8,6,7,9,11,12,12,11,5,5,5,6,4,4,4,4
31103,Fine Particulate Matter,22/3/2013,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,4,4,4,4
31103,Fine Particulate Matter,23/3/2013,4,3,2,2,2,2,1,1,2,2,4,5,5,6,5,5,3,4,4,5,5,4,4,3
31103,Fine Particulate Matter,24/3/2013,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,4,4,4,3,2,2
31103,Fine Particulate Matter,25/3/2013,3,2,2,2,2,3,5,5,3,3,4,4,4,6,5,5,4,5,6,7,4,4,4,4
31103,Fine Particulate Matter,26/3/2013,3,3,3,3,3,3,3,4,4,4,5,5,4,3,4,4,3,4,3,3,3,3,3,3
31103,Fine Particulate Matter,27/3/2013,3,3,3,3,3,3,4,6,6,5,6,5,5,6,5,4,3,4,8,7,6,5,5,4
31103,Fine Particulate Matter,28/3/2013,3,3,2,2,2,2,2,3,3,3,4,5,5,4,4,3,4,4,6,8,5,5,5,5
31103,Fine Particulate Matter,29/3/2013,5,4,5,5,5,4,4,4,4,4,3,3,5,5,3,3,3,3,3,3,3,3,3,3
31103,Fine Particulate Matter,30/3/2013,3,4,4,2,2,2,3,4,4,5,7,5,4,4,6,7,9,10,8,10,10,9,8,8
31103,Fine Particulate Matter,31/3/2013,8,8,9,10,10,8,8,8,9,8,8,10,12,13,13,15,20,23,27,31,32,33,34,22
31103,Fine Particulate Matter,1/4/2013,17,15,17,6,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
31103,Fine Particulate Matter,2/4/2013,1,1,0,0,0,1,1,1,1,1,2,2,3,2,2,2,3,3,3,3,3,3,3,2
31103,Fine Particulate Matter,3/4/2013,2,2,3,4,4,4,5,5,4,3,3,3,3,4,4,5,5,5,4,5,5,5,6,6
31103,Fine Particulate Matter,4/4/2013,6,5,6,8,7,7,8,7,7,7,7,5,5,5,6,6,5,5,4,3,3,4,6,6
31103,Fine Particulate Matter,5/4/2013,9,15,16,15,12,13,11,7,5,5,5,6,4,4,4,4,4,3,3,4,4,4,3,4
31103,Fine Particulate Matter,6/4/2013,3,3,3,3,4,6,6,7,5,4,5,5,5,5,5,5,4,4,5,5,4,4,3,3
31103,Fine Particulate Matter,7/4/2013,5,6,6,7,6,7,8,8,9,10,13,15,14,13,10,7,7,8,6,4,3,3,3,3
31103,Fine Particulate Matter,8/4/2013,3,3,4,4,5,5,6,8,7,7,6,6,6,6,6,6,6,7,11,10,11,12,14,16
31103,Fine Particulate Matter,9/4/2013,26,26,13,5,4,5,6,7,8,8,10,11,12,9,10,13,14,12,10,14,16,14,16,6
31103,Fine Particulate Matter,10/4/2013,5,6,7,8,9,9,9,10,9,8,8,7,6,6,8,6,4,5,5,4,4,4,4,4
31103,Fine Particulate Matter,11/4/2013,3,2,2,2,2,2,3,4,4,4,5,6,7,6,6,5,5,5,5,5,4,3,3,3
31103,Fine Particulate Matter,12/4/2013,3,3,3,3,3,2,2,2,2,2,4,6,6,7,6,9,12,11,12,9,11,15,7,14
31103,Fine Particulate Matter,13/4/2013,13,10,12,14,13,13,13,12,12,4,2,3,3,3,3,2,2,2,3,3,5,6,4,2
31103,Fine Particulate Matter,14/4/2013,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,6,8,8,7,8,7,7,7,6
31103,Fine Particulate Matter,15/4/2013,6,5,5,5,4,4,4,4,5,6,6,8,8,9,10,10,10,11,14,17,18,12,8,6
31103,Fine Particulate Matter,16/4/2013,5,6,5,6,6,6,6,7,7,6,9,13,7,5,5,5,4,3,3,3,3,3,3,2
31103,Fine Particulate Matter,17/4/2013,2,2,2,2,2,2,3,4,3,4,4,4,3,3,3,3,3,3,4,4,3,3,2,2
31103,Fine Particulate Matter,18/4/2013,2,2,4,5,5,5,6,6,5,6,8,12,18,22,16,9,12,15,18,16,14,16,19,17
31103,Fine Particulate Matter,19/4/2013,11,9,9,9,9,8,9,9,9,11,10,8,6,5,6,6,4,4,5,5,4,3,3,3
31103,Fine Particulate Matter,20/4/2013,3,4,4,2,2,2,1,1,0,0,0,1,0,1,1,1,2,2,3,4,5,5,6,6
31103,Fine Particulate Matter,21/4/2013,6,6,7,8,8,7,8,7,4,4,3,4,5,5,5,5,5,5,7,9,10,7,6,6
31103,Fine Particulate Matter,22/4/2013,6,5,6,8,8,9,9,9,9,10,13,15,14,14,12,11,8,7,10,11,10,8,7,8
31103,Fine Particulate Matter,23/4/2013,8,9,8,9,11,11,11,9,8,8,10,10,9,9,8,9,9,9,9,8,9,9,8,9
31103,Fine Particulate Matter,24/4/2013,9,9,11,10,10,10,12,13,13,14,16,14,9,6,5,4,3,3,3,3,2,1,1,2
31103,Fine Particulate Matter,25/4/2013,2,2,3,4,5,8,13,18,18,15,14,12,10,9,8,7,9,9,6,5,7,12,9,10
31103,Fine Particulate Matter,26/4/2013,10,11,12,10,9,8,7,8,7,5,7,7,6,6,7,6,7,7,7,8,8,8,8,8
31103,Fine Particulate Matter,27/4/2013,8,8,6,7,8,10,10,15,13,11,12,15,16,16,17,17,16,12,11,10,9,9,10,10
31103,Fine Particulate Matter,28/4/2013,9,10,10,10,11,12,12,11,9,9,10,12,12,14,12,12,13,10,10,13,13,14,11,12
31103,Fine Particulate Matter,29/4/2013,12,12,13,13,13,13,13,12,12,12,11,12,15,13,10,9,12,16,14,12,14,14,13,13
31103,Fine Particulate Matter,30/4/2013,16,13,11,14,18,15,12,11,12,9,8,10,8,11,13,15,12,10,7,5,4,5,5,4
31103,Fine Particulate Matter,1/5/2013,3,3,4,4,4,4,5,7,8,8,8,9,10,9,9,10,8,7,7,5,5,4,4,5
31103,Fine Particulate Matter,2/5/2013,5,5,6,7,9,10,15,19,12,14,16,18,16,16,13,15,12,10,9,6,6,5,6,6
31103,Fine Particulate Matter,3/5/2013,6,6,6,5,5,6,6,8,6,7,9,11,11,9,8,8,8,10,8,8,8,8,7,6
31103,Fine Particulate Matter,4/5/2013,6,7,8,9,11,11,12,13,9,8,8,8,7,6,7,7,6,6,7,7,8,5,4,5
31103,Fine Particulate Matter,5/5/2013,4,4,5,6,6,6,7,7,10,9999,9999,5,5,4,4,4,4,4,5,6,6,4,4,4
31103,Fine Particulate Matter,6/5/2013,4,4,4,4,5,6,7,9,9,9,10,10,8,8,9,11,11,9,9,8,7,7,7,8
31103,Fine Particulate Matter,7/5/2013,11,11,15,17,16,16,18,26,17,15,14,14,14,14,11,9,8,8,9,10,9,9,10,9
31103,Fine Particulate Matter,8/5/2013,6,7,8,8,7,7,7,7,7,8,9,13,13,13,13,9,6,6,8,10,8,4,4,6
31103,Fine Particulate Matter,9/5/2013,6,5,5,5,3,4,7,7,5,6,4,6,11,9,9,10,10,9,11,15,17,10,7,6
31103,Fine Particulate Matter,10/5/2013,6,7,6,6,6,8,17,20,18,12,7,7,8,8,9,5,6,12,16,23,20,13,7,5
31103,Fine Particulate Matter,11/5/2013,7,4,2,2,1,1,1,1,1,1,1,1,2,2,3,5,8,9,8,21,21,12,17,13
31103,Fine Particulate Matter,12/5/2013,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1
31103,Fine Particulate Matter,13/5/2013,1,1,1,1,1,2,3,2,2,3,3,4,4,3,4,3,3,4,4,4,4,4,4,6
31103,Fine Particulate Matter,14/5/2013,5,5,7,8,9,11,10,10,10,9,9999,9999,9999,9999,7,14,14,15,16,11,9,8,8,7
31103,Fine Particulate Matter,15/5/2013,5,3,3,3,2,3,4,4,4,7,11,11,8,6,8,9,8,6,5,6,6,5,4,4
31103,Fine Particulate Matter,16/5/2013,5,5,7,8,7,6,7,10,7,4,5,4,4,4,3,3,4,3,3,3,3,3,1,1
31103,Fine Particulate Matter,17/5/2013,1,0,1,1,1,2,5,9,11,7,7,6,8,7,7,7,5,5,6,7,20,13,15,13
31103,Fine Particulate Matter,18/5/2013,12,10,9,10,8,4,6,5,4,4,3,3,3,3,4,4,5,5,7,8,7,6,5,5
31103,Fine Particulate Matter,19/5/2013,5,7,8,5,8,11,9,13,13,12,16,18,13,13,15,16,12,11,10,12,12,10,14,16
31103,Fine Particulate Matter,20/5/2013,18,21,20,18,20,19,15,13,17,18,16,15,12,15,21,25,22,17,15,18,21,21,13,16
31103,Fine Particulate Matter,21/5/2013,17,16,18,12,10,10,11,23,17,14,13,11,14,17,15,12,9,13,12,12,9,8,12,18
31103,Fine Particulate Matter,22/5/2013,10,6,5,6,6,6,10,8,7,11,14,14,10,13,16,10,8,9,12,10,15,20,18,16
31103,Fine Particulate Matter,23/5/2013,13,10,7,5,5,6,8,10,19,14,8,9,6,5,3,3,2,1,1,1,1,0,0,0
31103,Fine Particulate Matter,24/5/2013,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
31103,Fine Particulate Matter,25/5/2013,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,1,1
31103,Fine Particulate Matter,26/5/2013,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,3,3,3,3,5,6,6
31103,Fine Particulate Matter,27/5/2013,6,5,7,6,6,10,12,16,15,11,13,13,10,5,5,4,6,6,6,6,6,15,11,8
31103,Fine Particulate Matter,28/5/2013,8,10,10,9,9,6,4,7,7,9,9,11,8,10,17,16,10,8,9,7,10,12,8,7
31103,Fine Particulate Matter,29/5/2013,7,6,5,4,5,7,8,13,13,17,18,16,15,17,16,17,11,13,13,13,13,14,15,18
31103,Fine Particulate Matter,30/5/2013,20,20,21,26,22,19,21,23,17,15,16,17,19,16,13,13,15,17,15,15,16,15,15,15
31103,Fine Particulate Matter,31/5/2013,16,15,15,17,18,21,21,19,19,23,23,19,19,19,15,13,16,12,10,9,9,9,8,6
31103,Fine Particulate Matter,1/6/2013,6,6,7,6,4,4,5,6,7,8,7,9,10,8,11,13,12,11,8,9,8,6,7,5
31103,Fine Particulate Matter,2/6/2013,6,6,5,4,3,4,4,5,10,10,8,10,10,8,8,7,5,5,4,3,3,2,1,0
31103,Fine Particulate Matter,3/6/2013,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,5,3,3
31103,Fine Particulate Matter,4/6/2013,2,2,2,2,2,2,4,4,3,3,4,6,6,6,7,8,8,8,5,4,3,3,4,3
31103,Fine Particulate Matter,5/6/2013,4,4,4,5,5,4,3,3,4,6,9,10,10,8,6,6,5,6,7,7,6,6,5,3
31103,Fine Particulate Matter,6/6/2013,2,2,3,4,2,2,3,4,4,4,7,7,3,6,5,4,6,6,8,11,7,5,6,5
31103,Fine Particulate Matter,7/6/2013,3,3,5,4,3,4,4,5,4,3,5,4,4,6,5,4,7,6,5,6,5,5,6,4
31103,Fine Particulate Matter,8/6/2013,3,5,3,4,4,3,4,5,3,4,3,3,5,5,5,5,5,3,6,6,3,3,4,5
31103,Fine Particulate Matter,9/6/2013,6,4,4,7,7,6,9,8,7,11,11,10,12,12,12,11,8,6,7,9,8,4,5,6
31103,Fine Particulate Matter,10/6/2013,4,5,6,4,5,9,8,9,10,8,7,10,14,12,9,9,9,5,5,6,6,4,3,3
31103,Fine Particulate Matter,11/6/2013,4,4,3,3,3,4,5,4,4,6,5,5,6,4,3,5,6,5,5,3,2,4,3,2
31103,Fine Particulate Matter,12/6/2013,4,4,4,5,6,7,8,9,10,8,6,9,8,6,6,7,6,6,5,3,4,5,5,3
31103,Fine Particulate Matter,13/6/2013,2,2,4,4,2,3,3,4,8,9,7,7,8,10,9,6,6,10,8,7,5,8,9,7
31103,Fine Particulate Matter,14/6/2013,8,5,5,7,5,4,6,9,8,10,10,8,8,10,10,8,9,11,13,14,25,44,34,22
31103,Fine Particulate Matter,15/6/2013,21,22,23,26,21,20,20,17,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,14,15,16,20,23,22
31103,Fine Particulate Matter,16/6/2013,19,13,13,11,15,15,12,12,15,14,13,9,7,7,8,8,6,7,8,7,5,4,3,5
31103,Fine Particulate Matter,17/6/2013,6,7,5,3,4,6,6,7,9,6,7,8,6,6,7,5,4,7,7,6,3,3,3,2
31103,Fine Particulate Matter,18/6/2013,3,5,5,3,2,3,5,4,3,4,8,10,12,8,7,8,7,8,8,6,3,3,1,1
31103,Fine Particulate Matter,19/6/2013,2,2,3,4,4,3,3,3,3,4,5,6,7,7,6,7,6,6,6,8,7,4,4,7
31103,Fine Particulate Matter,20/6/2013,8,10,8,8,10,9,7,9,12,13,12,11,10,10,8,7,6,7,9,8,9,13,12,8
31103,Fine Particulate Matter,21/6/2013,9,13,12,10,13,17,15,16,20,16,12,15,15,13,12,12,13,10,9,11,12,11,11,8
31103,Fine Particulate Matter,22/6/2013,6,8,10,9,7,10,14,12,13,19,24,24,23,29,32,27,27,27,27,30,29,26,31,31
31103,Fine Particulate Matter,23/6/2013,26,21,22,24,28,27,27,27,26,25,22,20,17,18,16,15,17,16,15,14,15,13,14,15
31103,Fine Particulate Matter,24/6/2013,19,20,21,21,21,21,22,22,22,21,20,19,19,17,16,14,17,17,17,20,23,22,22,22
31103,Fine Particulate Matter,25/6/2013,22,22,20,18,18,19,20,17,16,16,15,14,14,14,12,11,10,9,9,9,8,8,8,8
31103,Fine Particulate Matter,26/6/2013,7,7,7,7,8,9,9,10,11,12,12,13,13,13,13,12,10,10,10,11,10,10,11,13
31103,Fine Particulate Matter,27/6/2013,14,13,14,16,15,13,15,15,14,14,16,17,15,16,14,12,14,15,17,16,16,16,17,18
31103,Fine Particulate Matter,28/6/2013,18,16,16,12,13,10,9,9,9,11,11,13,12,6,6,8,9,7,6,5,4,3,3,3
31103,Fine Particulate Matter,29/6/2013,3,3,3,2,2,3,2,3,3,5,6,7,8,8,7,12,9,7,7,6,4,3,5,4
31103,Fine Particulate Matter,30/6/2013,3,4,5,3,3,3,3,3,3,4,3,2,2,4,4,2,2,4,4,5,12,15,34,62
31103,Fine Particulate Matter,1/7/2013,58,42,36,34,28,20,19,27,30,19,13,8,9,8,9,11,11,9,9,7,7,7,5,5
31103,Fine Particulate Matter,2/7/2013,5,5,5,5,10,18,24,26,31,40,43,38,41,44,46,43,42,38,39,39,41,30,29,33
31103,Fine Particulate Matter,3/7/2013,33,32,36,36,36,36,39,42,45,45,41,40,40,35,29,28,30,31,36,29,22,19,15,15
