[438, 0.005976470588235295, 59, 19, 15, 24, 4, 3, 4, 11]	22.01103417078654
[254, 0.04045176470588236, 62, 19, 11, 98, 54, 12, 1, 27]	20.210605001449586
[271, 0.08315411764705884, 18, 20, 101, 70, 86, 3, 3, 38]	21.730181342677067
[459, 0.07218470588235294, 45, 19, 56, 39, 39, 12, 2, 34]	21.32348043268377
[133, 0.031049411764705884, 67, 15, 75, 61, 117, 9, 3, 18]	20.239345600730495
[208, 0.02282235294117647, 28, 1, 89, 125, 115, 13, 1, 16]	20.5822194480896
[73, 0.06395764705882354, 50, 18, 98, 12, 56, 14, 1, 43]	20.983619351317916
[109, 0.057297647058823536, 34, 24, 42, 4, 20, 12, 3, 41]	20.72608309206755
[111, 0.07492705882352942, 48, 10, 43, 76, 31, 6, 1, 37]	21.07133242358332
[56, 0.029090588235294118, 43, 26, 11, 92, 84, 9, 2, 21]	20.84501865175035
[25, 0.06199882352941177, 16, 14, 33, 57, 91, 4, 1, 40]	21.510691183805466
[17, 0.0016670588235294119, 36, 3, 60, 118, 36, 5, 4, 33]	21.160505468107885
[55, 0.0851129411764706, 44, 17, 82, 24, 90, 11, 3, 35]	21.251730295327995
[21, 0.09334, 20, 17, 63, 68, 121, 13, 4, 28]	21.520141785738357
[5, 0.06043176470588236, 25, 5, 26, 74, 39, 11, 1, 28]	21.604563768848777
[53, 0.07531882352941177, 55, 25, 98, 41, 32, 9, 1, 18]	20.444974003340068
[61, 0.02164705882352941, 38, 31, 4, 41, 11, 7, 4, 42]	20.758565553804722
[37, 0.0001, 43, 11, 39, 111, 23, 5, 3, 31]	23.186590641736984
[31, 0.08158705882352942, 14, 19, 12, 74, 93, 3, 4, 42]	21.550985713063934
[38, 0.04358588235294118, 36, 27, 60, 63, 73, 13, 1, 37]	20.25734952498566
[26, 0.02164705882352941, 21, 26, 35, 64, 116, 10, 4, 25]	21.42690720829939
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[53, 0.07531882352941177, 55, 27, 60, 63, 73, 13, 1, 18]	20.654556605690406
[53, 0.07531882352941177, 55, 14, 33, 57, 32, 9, 1, 18]	20.934152096196225
[25, 0.06199882352941177, 16, 25, 98, 42, 91, 4, 1, 40]	21.529248912930488
[43, 0.01067764705882353, 38, 21, 64, 34, 78, 10, 3, 17]	20.374510389617367
[43, 0.01067764705882353, 38, 21, 64, 63, 73, 10, 3, 17]	19.96048433658404
[38, 0.04358588235294118, 36, 27, 60, 34, 78, 13, 1, 37]	20.880706815782823
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[54, 0.07806117647058824, 43, 1, 126, 17, 89, 7, 1, 50]	20.89961060657296
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[38, 0.04358588235294118, 36, 25, 98, 41, 32, 9, 1, 37]	19.669774929682415
[21, 0.022741176470588237, 53, 25, 103, 13, 25, 10, 2, 35]	20.026581333272127
[52, 0.014976470588235296, 54, 25, 65, 46, 31, 13, 3, 44]	20.067094149048796
[20, 0.054576470588235296, 69, 25, 11, 96, 21, 6, 4, 35]	21.80595112144947
[60, 0.04525882352941177, 41, 7, 22, 35, 70, 4, 4, 25]	21.52116958867936
[39, 0.09262352941176472, 48, 22, 78, 102, 72, 14, 1, 31]	21.82375944792762
[18, 0.067, 10, 29, 74, 12, 48, 4, 4, 18]	21.191590958362003
[15, 0.06622352941176471, 24, 4, 15, 127, 89, 4, 2, 14]	21.325183958707456
[55, 0.09534117647058823, 68, 3, 64, 85, 123, 11, 2, 29]	20.345329777225032
[39, 0.04642352941176471, 52, 30, 119, 87, 48, 13, 4, 24]	21.55665042742278
[14, 0.0743764705882353, 53, 7, 59, 26, 78, 9, 2, 19]	21.78559860310585
[16, 0.04642352941176471, 27, 14, 115, 50, 32, 12, 3, 21]	20.846649365493665
[56, 0.01963529411764706, 14, 4, 48, 9, 21, 9, 1, 26]	20.55319845146603
[41, 0.006823529411764707, 69, 19, 4, 84, 55, 2, 4, 30]	21.531888398967805
